team_name,opponent_pace,opponent_offensive_rating,opponent_free_throw_attempt_rate,opponent_three_point_attempt_rate,opponent_true_shooting_percentage,opponent_team_rebound_percentage,opponent_assist_percentage,opponent_steal_percentage,opponent_block_percentage,opponent_effective_field_goal_percentage,opponent_turnover_percentage,opponent_offensive_rebound_percentage,opponent_free_throws_per_field_goal_attempt,pace,offensive_rating,free_throw_attempt_rate,three_point_attempt_rate,true_shooting_percentage,team_rebound_percentage,assist_percentage,steal_percentage,block_percentage,effective_field_goal_percentage,turnover_percentage,offensive_rebound_percentage,free_throws_per_field_goal_attempt,opponent_field_goals,opponent_field_goals_attempted,opponent_field_goal_percentage,opponent_three_point_field_goals,opponent_three_point_field_goals_attempted,opponent_three_point_percentage,opponent_free_throws,opponent_free_throws_attempted,opponent_free_throw_percentage,opponent_offensive_rebounds,opponent_team_rebounds,opponent_assists,opponent_steals,opponent_blocks,opponent_turnovers,opponent_personal_fouls,games,wins,losses,win_percentage,simple_rating_system,strength_of_schedule,wins_conf,losses_conf,home_wins,home_losses,wins_visitor,losses_visitor,team_points,opponent_points,minutes_played,field_goals,field_goals_attempted,field_goal_percentage,three_point_field_goals,three_point_field_goals_attempted,three_point_percentage,free_throws,free_throws_attempted,free_throw_percentage,offensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,personal_fouls,conference,points_per_game,opponent_points_per_game,margin_of_victory,offensive_srs,defensive_srs,offensive_rating_adjusted,defensive_rating_adjusted,net_rating_adjusted,date
Saint Francis (PA),75.9,135.8,.341,.467,.657,62.1,60.3,9.9,19.8,.626,14.2,43.3,.274,75.9,85.0,.124,.295,.472,37.9,55.8,9.2,2.8,.453,18.0,21.8,.093,73,135,.541,23,63,.365,37,46,.804,29,90,44,15,18,26,26,2,0,2,.000,-15.00,23.50,,,0,0,0,2,129,206,80,52,129,.403,13,38,.342,12,16,.750,17,55,29,14,2,30,40,NEC,64.5,103.0,-38.50,-5.00,-10.00,98.90,109.21,-10.31,2025-11-08
Saint Joseph's,70.7,107.5,.359,.328,.507,44.6,31.0,7.1,0.0,.500,10.7,30.8,.188,70.7,120.2,.333,.379,.556,55.4,56.7,7.1,9.3,.500,8.4,40.0,.288,29,64,.453,6,21,.286,12,23,.522,12,33,9,5,0,9,19,1,1,0,1.000,0.00,-9.00,,,1,0,0,0,85,76,40,30,66,.455,6,25,.240,19,22,.864,14,41,17,5,4,7,18,A-10,85.0,76.0,9.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Saint Louis,81.4,94.0,.477,.305,.487,40.3,41.7,9.8,4.4,.418,13.3,21.1,.359,81.4,122.8,.419,.473,.647,59.7,42.4,10.4,9.0,.593,16.2,32.8,.364,48,128,.375,11,39,.282,46,61,.754,19,62,20,16,3,24,42,2,2,0,1.000,4.00,-19.50,,,2,0,0,0,200,153,80,66,129,.512,21,61,.344,47,54,.870,21,92,28,17,8,30,48,A-10,100.0,76.5,23.50,6.33,-2.33,106.56,95.55,11.02,2025-11-08
Saint Mary's (CA),66.1,93.7,.276,.400,.522,37.9,59.6,10.6,5.0,.505,16.2,15.4,.171,66.1,129.3,.471,.412,.685,62.1,69.1,8.3,11.1,.632,16.7,33.3,.412,47,105,.448,12,42,.286,18,29,.621,10,44,28,14,3,23,39,2,2,0,1.000,0.00,-23.50,,,2,0,0,0,171,124,80,55,102,.539,19,42,.452,42,48,.875,17,72,38,11,7,25,35,WCC,85.5,62.0,23.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
Saint Peter's,60.3,127.7,.800,.333,.620,52.2,71.4,14.9,32.1,.522,11.4,39.3,.667,60.3,83.0,.431,.451,.407,47.8,42.9,8.3,3.3,.333,19.6,38.5,.314,21,45,.467,5,15,.333,30,36,.833,11,35,15,9,9,8,23,1,0,1,.000,-28.25,-1.25,,,0,0,0,1,50,77,40,14,51,.275,6,23,.261,16,22,.727,15,32,6,5,1,15,23,MAAC,50.0,77.0,-27.00,36.00,-64.25,-396.56,-654.02,257.46,2025-11-08
Sam Houston,73.6,106.7,.554,.471,.514,44.5,61.4,9.5,5.3,.442,13.6,35.2,.413,73.6,116.9,.319,.333,.530,55.5,48.4,10.9,15.6,.486,13.3,45.9,.248,44,121,.364,19,57,.333,50,67,.746,31,77,27,14,5,24,36,2,1,1,.500,8.50,29.50,,,1,0,0,1,172,157,80,62,141,.440,13,47,.277,35,45,.778,39,96,30,16,10,25,50,CUSA,86.0,78.5,7.50,8.50,0.00,128.10,110.19,17.91,2025-11-08
Samford,68.6,114.4,.282,.382,.629,45.4,44.6,12.4,15.5,.591,14.4,14.5,.245,68.6,112.3,.474,.491,.551,54.6,69.4,7.3,10.3,.526,13.1,32.0,.298,56,110,.509,18,42,.429,27,31,.871,8,59,25,17,9,21,43,2,1,1,.500,-39.97,-38.47,,,1,0,0,1,154,157,80,49,114,.430,22,56,.393,34,54,.630,24,71,34,10,7,21,30,Southern,77.0,78.5,-1.50,-16.99,-22.98,86.40,150.05,-63.65,2025-11-08
San Diego,69.0,94.3,.220,.358,.479,46.9,42.0,10.2,11.0,.455,15.5,32.0,.146,69.0,113.1,.147,.364,.565,53.1,60.7,12.3,12.7,.554,15.9,36.8,.101,50,123,.407,12,44,.273,18,27,.667,24,67,21,14,9,25,25,2,1,1,.500,0.00,3.00,,,1,1,0,0,156,130,80,61,129,.473,21,47,.447,13,19,.684,25,76,37,17,10,26,27,WCC,78.0,65.0,13.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
San Diego State,71.2,63.2,.085,.407,.367,47.9,73.7,9.8,8.1,.364,25.5,31.6,.034,71.2,108.1,.317,.383,.558,52.1,61.5,15.4,11.4,.525,17.9,34.3,.233,19,59,.322,5,24,.208,2,5,.400,12,35,14,7,3,21,20,1,1,0,1.000,0.00,-32.00,,,1,0,0,0,77,45,40,26,60,.433,11,23,.478,14,19,.737,12,38,16,11,4,15,13,MWC,77.0,45.0,32.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
San Francisco,79.2,67.0,.250,.304,.423,31.0,52.6,8.8,9.8,.384,23.3,10.3,.179,79.2,123.8,.203,.406,.648,69.0,67.6,17.7,12.8,.616,20.1,43.8,.188,19,56,.339,5,17,.294,10,14,.714,4,22,10,7,4,19,15,1,1,0,1.000,,,,,1,0,0,0,98,53,40,37,69,.536,11,28,.393,13,14,.929,14,49,25,14,5,19,16,WCC,98.0,53.0,45.00,,,,,,2025-11-08
San Jose State,70.3,119.5,.306,.403,.591,52.6,58.1,10.0,8.9,.581,13.4,36.1,.194,70.3,106.7,.277,.308,.510,47.4,26.7,8.5,2.7,.508,13.0,32.5,.138,31,62,.500,10,25,.400,12,19,.632,13,40,18,7,4,11,19,1,0,1,.000,0.00,9.00,,,0,0,0,1,75,84,40,30,65,.462,6,20,.300,9,18,.500,13,36,8,6,1,11,19,MWC,75.0,84.0,-9.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Santa Clara,70.2,85.4,.292,.381,.466,40.5,58.1,12.1,9.6,.429,19.4,25.7,.204,70.2,115.4,.229,.479,.522,59.5,65.6,13.5,14.3,.514,13.4,46.4,.129,43,113,.381,11,43,.256,23,33,.697,19,64,25,17,7,31,32,2,2,0,1.000,0.00,-12.00,,,2,0,0,0,162,120,80,61,140,.436,22,67,.328,18,32,.563,39,94,40,19,10,24,32,WCC,81.0,60.0,21.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Seattle,77.0,94.8,.500,.375,.527,51.4,47.6,7.8,2.5,.446,20.6,27.8,.411,77.0,109.1,.559,.322,.562,48.6,33.3,9.1,14.3,.525,13.8,26.3,.373,21,56,.375,8,21,.381,23,28,.821,10,38,10,6,1,18,26,1,1,0,1.000,6.50,-4.50,,,1,0,0,0,84,73,40,27,59,.458,8,19,.421,22,33,.667,10,36,9,7,5,12,18,WCC,84.0,73.0,11.00,2.75,3.75,112.48,88.90,23.58,2025-11-08
Seton Hall,60.3,83.0,.431,.451,.407,47.8,42.9,8.3,3.3,.333,19.6,38.5,.314,60.3,127.7,.800,.333,.620,52.2,71.4,14.9,32.1,.522,11.4,39.3,.667,14,51,.275,6,23,.261,16,22,.727,15,32,6,5,1,15,23,1,1,0,1.000,-14.50,-28.00,,,1,0,0,0,77,50,40,21,45,.467,5,15,.333,30,36,.833,11,35,15,9,9,8,23,Big East,77.0,50.0,27.00,-51.50,37.00,-781.96,-532.79,-249.17,2025-11-08
Siena,66.6,84.1,.193,.404,.450,46.4,56.1,9.8,9.6,.421,22.4,35.1,.140,66.6,108.1,.339,.242,.500,53.6,55.6,15.8,5.9,.460,12.7,42.9,.242,41,114,.360,14,46,.304,16,22,.727,26,70,23,13,9,36,34,2,2,0,1.000,-28.97,-44.97,,,1,0,1,0,144,112,80,54,124,.435,6,30,.200,30,42,.714,33,81,30,21,4,21,23,MAAC,72.0,56.0,16.00,-7.32,-21.65,100.15,143.70,-43.54,2025-11-08
South Alabama,67.9,106.1,.182,.627,.603,44.2,70.0,11.8,5.0,.582,19.5,21.3,.145,67.9,112.0,.360,.279,.585,55.8,46.7,10.3,2.4,.590,16.1,32.2,.189,50,110,.455,28,69,.406,16,20,.800,13,53,35,16,4,29,37,2,2,0,1.000,-13.00,-17.00,,,1,0,1,0,152,144,80,60,111,.541,11,31,.355,21,40,.525,19,67,28,14,1,25,26,Sun Belt,76.0,72.0,4.00,-16.00,3.00,78.23,101.83,-23.60,2025-11-08
South Carolina,75.7,95.1,.367,.183,.511,43.7,46.2,11.9,9.7,.467,14.6,18.9,.267,75.7,120.2,.333,.508,.624,56.3,77.4,6.6,4.1,.603,15.1,29.4,.238,26,60,.433,4,11,.364,16,22,.727,7,31,12,9,3,12,17,1,1,0,1.000,0.00,-19.00,,,1,0,0,0,91,72,40,31,63,.492,14,32,.438,15,21,.714,10,40,24,5,2,13,19,SEC,91.0,72.0,19.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
South Carolina State,76.8,121.1,.609,.496,.627,56.2,70.2,11.7,10.8,.591,15.4,31.3,.435,76.8,76.2,.351,.351,.440,43.8,42.1,8.5,13.8,.373,22.2,22.8,.281,57,115,.496,22,57,.386,50,70,.714,21,82,40,18,8,27,41,2,0,2,.000,-17.83,16.67,,,0,0,0,2,117,186,80,38,114,.333,9,40,.225,32,40,.800,18,64,16,13,8,38,53,MEAC,58.5,93.0,-34.50,-17.16,-0.67,88.00,98.49,-10.49,2025-11-08
South Carolina Upstate,70.8,108.0,.341,.365,.522,51.8,42.9,6.4,5.7,.500,11.5,34.6,.214,70.8,100.3,.442,.327,.564,48.2,32.0,8.5,8.8,.534,22.2,27.0,.298,56,126,.444,14,46,.304,27,43,.628,27,73,24,9,4,19,38,2,1,1,.500,-1.33,4.17,,,0,0,1,1,142,153,80,50,104,.481,11,34,.324,31,46,.674,17,68,16,12,7,36,37,Big South,71.0,76.5,-5.50,4.67,-6.00,110.62,112.76,-2.13,2025-11-08
South Dakota,73.1,111.4,.163,.361,.546,51.2,52.9,7.7,9.3,.527,15.0,39.7,.122,73.1,99.8,.350,.229,.475,48.8,25.0,7.1,9.6,.425,14.2,38.9,.257,70,147,.476,15,53,.283,18,24,.750,31,86,37,12,10,28,39,2,0,2,.000,-7.60,1.40,,,0,1,0,1,155,173,85,56,140,.400,7,32,.219,36,49,.735,35,82,14,11,9,27,29,Summit,77.5,86.5,-9.00,-2.60,-5.00,101.91,99.79,2.12,2025-11-08
South Dakota State,67.5,94.8,.345,.482,.500,43.1,58.5,12.6,10.4,.445,17.4,25.0,.273,67.5,105.9,.389,.380,.559,56.9,53.1,11.1,10.5,.528,18.5,36.9,.269,41,110,.373,16,53,.302,30,38,.789,18,59,24,17,7,27,37,2,2,0,1.000,-37.20,-46.20,,,1,0,0,0,143,128,80,49,108,.454,16,41,.390,29,42,.690,24,78,26,15,6,29,28,Summit,71.5,64.0,7.50,-18.40,-18.80,77.65,112.41,-34.77,2025-11-08
South Florida,80.2,83.6,.441,.390,.470,38.7,45.5,13.7,14.7,.415,22.7,27.5,.305,80.2,127.2,.645,.452,.630,61.3,69.0,16.2,11.1,.548,15.6,48.6,.548,22,59,.373,5,23,.217,18,26,.692,11,29,10,11,5,21,25,1,1,0,1.000,0.00,-35.00,,,1,0,0,0,102,67,40,29,62,.468,10,28,.357,34,40,.850,17,46,20,13,4,15,22,American,102.0,67.0,35.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Southeast Missouri State,77.3,117.1,.430,.364,.621,57.5,35.4,10.4,9.3,.599,18.9,35.4,.298,77.3,97.7,.376,.400,.512,42.5,41.2,11.0,5.2,.464,14.5,24.7,.280,65,121,.537,15,44,.341,36,52,.692,23,84,23,16,7,34,41,2,0,2,.000,-2.49,12.51,,,0,0,0,2,151,181,80,51,125,.408,14,50,.280,35,47,.745,20,62,21,17,4,25,44,OVC,75.5,90.5,-15.00,-6.99,4.50,94.35,108.08,-13.73,2025-11-08
Southeastern Louisiana,62.4,117.0,.429,.367,.619,56.0,47.1,10.4,17.6,.582,15.7,30.8,.327,62.4,88.2,.571,.480,.441,44.0,63.6,8.8,1.6,.393,16.2,28.0,.337,51,98,.520,12,36,.333,32,42,.762,16,75,24,13,9,22,44,2,0,2,.000,-21.49,-3.49,,,0,0,0,2,110,146,80,33,98,.337,11,47,.234,33,56,.589,23,59,21,11,1,24,40,Southland,55.0,73.0,-18.00,-7.93,-13.55,90.48,131.36,-40.88,2025-11-08
Southern,80.4,130.0,.343,.462,.628,52.5,61.1,11.2,11.0,.587,10.3,31.2,.287,80.4,98.9,.398,.316,.503,47.5,40.0,6.8,6.5,.477,13.6,27.7,.241,72,143,.503,24,66,.364,41,49,.837,24,84,44,18,10,19,41,2,0,2,.000,3.00,28.00,,,0,0,0,2,159,209,80,55,133,.414,17,42,.405,32,53,.604,23,76,22,11,5,25,38,SWAC,79.5,104.5,-25.00,9.67,-6.67,111.87,108.85,3.02,2025-11-08
Southern California,82.9,77.2,.167,.458,.412,47.6,66.7,8.4,10.8,.396,22.1,35.4,.097,82.9,113.5,.635,.413,.573,52.4,82.8,8.4,28.2,.532,14.6,36.1,.429,24,72,.333,9,33,.273,7,12,.583,17,40,16,7,4,22,30,1,1,0,1.000,0.00,-30.00,,,1,0,0,0,94,64,40,29,63,.460,9,26,.346,27,40,.675,13,44,24,7,11,14,15,Big Ten,94.0,64.0,30.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Southern Illinois,73.9,81.1,.325,.350,.423,42.4,37.2,9.5,1.2,.402,17.9,27.2,.171,73.9,124.4,.403,.315,.623,57.6,53.5,12.2,13.8,.621,14.0,36.4,.242,43,123,.350,13,43,.302,21,40,.525,25,67,16,14,1,31,47,2,2,0,1.000,0.00,-23.00,,,2,0,0,0,184,120,80,71,124,.573,12,39,.308,30,50,.600,24,91,38,18,11,24,40,MVC,92.0,60.0,32.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Southern Indiana,76.6,108.4,.375,.368,.518,55.3,59.6,7.8,10.0,.482,12.6,33.7,.257,76.6,86.2,.245,.424,.425,44.7,54.3,8.5,16.3,.385,12.9,25.3,.180,57,136,.419,17,50,.340,35,51,.686,30,104,34,12,8,23,35,2,0,2,.000,0.00,17.00,,,0,1,0,1,132,166,80,46,139,.331,15,59,.254,25,34,.735,25,84,25,13,14,23,41,OVC,66.0,83.0,-17.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Southern Methodist,70.9,94.6,.453,.402,.471,48.4,64.1,5.6,8.0,.397,15.5,30.6,.350,70.9,116.4,.642,.312,.580,51.6,59.2,7.1,11.4,.500,12.3,30.0,.514,39,117,.333,15,47,.319,41,53,.774,26,75,25,8,6,26,52,2,2,0,1.000,-5.33,-20.83,,,2,0,0,0,165,134,80,49,109,.450,11,34,.324,56,70,.800,21,80,29,10,8,20,38,ACC,82.5,67.0,15.50,0.00,-5.33,102.66,103.56,-0.90,2025-11-08
Southern Mississippi,71.8,98.9,.555,.436,.511,43.0,61.9,9.7,10.8,.455,14.2,25.6,.382,71.8,119.8,.419,.444,.613,57.0,59.6,11.8,12.9,.568,16.6,35.9,.333,42,110,.382,16,48,.333,42,61,.689,20,61,26,14,7,23,45,2,1,1,.500,-21.60,-15.60,,,1,0,0,1,172,142,80,57,117,.487,19,52,.365,39,49,.796,23,81,34,17,8,28,47,Sun Belt,86.0,71.0,15.00,-12.00,-9.60,79.09,136.01,-56.92,2025-11-08
Southern Utah,72.7,111.5,.339,.390,.591,49.4,58.6,12.4,17.8,.568,17.0,31.4,.237,72.7,88.1,.114,.357,.434,50.6,42.3,11.0,13.9,.400,17.8,36.4,.114,29,59,.492,9,23,.391,14,20,.700,11,39,17,9,8,14,14,1,0,1,.000,0.00,17.00,,,0,0,0,1,64,81,40,26,70,.371,4,25,.160,8,8,1.000,16,40,11,8,5,16,18,WAC,64.0,81.0,-17.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
St. Bonaventure,66.1,95.3,.232,.393,.507,39.7,50.0,12.1,5.3,.482,12.6,14.7,.161,66.1,104.3,.283,.367,.507,60.3,58.3,10.6,20.6,.467,16.0,38.5,.217,24,56,.429,6,22,.273,9,13,.692,5,29,12,8,2,9,15,1,1,0,1.000,0.00,-6.00,,,0,0,0,0,69,63,40,24,60,.400,8,22,.364,13,17,.765,15,44,14,7,7,13,12,A-10,69.0,63.0,6.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
St. John's (NY),83.6,88.5,.284,.269,.487,43.8,37.0,13.2,12.0,.455,22.4,32.6,.194,83.6,129.2,.493,.275,.634,56.3,64.1,14.4,6.1,.623,14.1,43.2,.319,27,67,.403,7,18,.389,13,19,.684,14,35,10,11,6,22,26,1,1,0,1.000,28.00,-6.00,,,1,0,0,0,108,74,40,39,69,.565,8,19,.421,22,34,.647,16,45,25,12,3,14,18,Big East,108.0,74.0,34.00,29.50,-1.50,50.40,122.30,-71.90,2025-11-08
St. Thomas,64.9,129.5,.333,.456,.636,64.1,58.6,9.2,9.4,.605,14.3,36.7,.263,64.9,89.4,.189,.396,.502,35.9,52.0,12.3,6.5,.519,14.8,11.8,.057,29,57,.509,11,26,.423,15,19,.789,11,41,17,6,3,11,19,1,0,1,.000,-2.50,23.50,,,0,0,0,1,58,84,40,25,53,.472,5,21,.238,3,10,.300,4,23,13,8,2,10,17,Summit,58.0,84.0,-26.00,-4.00,1.50,96.65,102.58,-5.93,2025-11-08
Stanford,80.4,98.3,.271,.458,.593,45.5,59.3,6.2,2.5,.568,24.0,23.5,.203,80.4,110.8,.632,.298,.601,54.5,33.3,11.2,6.3,.526,18.7,31.3,.509,27,59,.458,13,27,.481,12,16,.750,8,30,16,5,1,21,30,1,1,0,1.000,0.00,-10.00,,,1,0,0,0,89,79,40,27,57,.474,6,17,.353,29,36,.806,10,36,9,9,2,17,17,ACC,89.0,79.0,10.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Stephen F. Austin,76.7,91.9,.513,.383,.493,39.5,37.8,11.1,2.2,.435,16.9,24.4,.357,76.7,125.8,.291,.404,.561,60.5,46.6,9.1,16.9,.560,10.9,46.4,.159,45,115,.391,10,44,.227,41,59,.695,19,64,17,17,2,29,34,2,2,0,1.000,19.33,-5.67,,,2,0,0,0,193,141,80,73,151,.483,23,61,.377,24,44,.545,39,98,34,14,12,21,45,Southland,96.5,70.5,26.00,3.33,16.00,107.41,82.03,25.37,2025-11-08
Stetson,74.6,113.9,.321,.351,.550,47.7,53.2,18.1,3.5,.519,13.0,36.8,.231,74.6,112.6,.467,.533,.563,52.3,67.9,8.7,4.6,.557,18.1,41.8,.262,62,134,.463,15,47,.319,31,43,.721,28,74,33,27,2,23,42,2,1,1,.500,-24.00,7.00,,,1,0,0,1,168,170,80,56,122,.459,24,65,.369,32,57,.561,33,81,38,13,4,33,30,A-Sun,84.0,85.0,-1.00,-10.00,-14.00,111.48,97.32,14.16,2025-11-08
Stonehill,75.9,79.1,.471,.438,.405,42.3,56.8,8.6,12.3,.360,12.9,18.7,.273,75.9,108.1,.372,.397,.576,57.7,62.7,7.2,13.2,.562,16.4,27.8,.231,37,121,.306,13,53,.245,33,57,.579,17,69,21,13,9,22,42,2,1,1,.500,22.49,30.49,,,1,0,0,1,164,120,80,59,121,.488,18,48,.375,28,45,.622,20,94,37,11,9,28,42,NEC,82.0,60.0,22.00,13.99,8.50,105.40,81.47,23.93,2025-11-08
Stony Brook,72.4,81.5,.114,.286,.400,50.0,52.0,6.9,20.5,.393,14.0,27.7,.057,72.4,91.2,.313,.418,.429,50.0,60.9,9.7,14.0,.396,10.5,28.6,.194,25,70,.357,5,20,.250,4,8,.500,13,48,13,5,8,12,18,1,1,0,1.000,,,,,1,0,0,0,66,59,40,23,67,.343,7,28,.250,13,21,.619,14,48,14,7,7,9,13,CAA,66.0,59.0,7.00,,,,,,2025-11-08
Syracuse,69.0,68.1,.489,.289,.424,43.3,46.7,0.0,6.7,.344,28.4,20.6,.356,69.0,123.1,.242,.318,.577,56.7,57.1,15.9,15.6,.561,6.4,33.3,.167,15,45,.333,1,13,.077,16,22,.727,7,29,7,0,3,22,16,1,1,0,1.000,0.00,-38.00,,,1,0,0,0,85,47,40,35,66,.530,4,21,.190,11,16,.688,11,38,20,11,5,5,19,ACC,85.0,47.0,38.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
TCU,76.4,92.3,.208,.325,.535,44.5,62.3,8.5,4.2,.504,21.0,25.8,.167,76.4,116.5,.409,.455,.565,55.5,56.7,11.1,14.8,.511,13.7,38.0,.326,53,120,.442,15,39,.385,20,25,.800,17,61,33,13,3,35,45,2,1,1,.500,1.67,-16.83,,,1,1,0,0,178,141,80,60,132,.455,15,60,.250,43,54,.796,27,76,34,17,12,25,33,Big 12,89.0,70.5,18.50,0.67,1.00,103.91,101.75,2.16,2025-11-08
Tarleton State,70.5,136.2,.740,.375,.740,58.3,55.7,7.8,12.3,.714,17.2,34.9,.573,70.5,96.5,.469,.354,.492,41.7,50.0,9.9,1.7,.416,14.8,28.6,.372,61,96,.635,15,36,.417,55,71,.775,15,70,34,11,9,27,42,2,0,2,.000,-3.00,25.00,,,0,0,0,2,136,192,80,40,113,.354,14,40,.350,42,53,.792,22,50,20,14,1,24,51,WAC,68.0,96.0,-28.00,6.00,-9.00,108.13,110.83,-2.71,2025-11-08
Temple,66.3,98.0,.241,.296,.540,50.0,37.5,6.0,5.6,.509,21.0,27.6,.185,66.3,125.2,.386,.368,.615,50.0,48.4,10.6,10.5,.614,8.2,29.0,.228,24,54,.444,7,16,.438,10,13,.769,8,30,9,4,2,16,15,1,1,0,1.000,0.00,-18.00,,,1,0,0,0,83,65,40,31,57,.544,8,21,.381,13,22,.591,9,30,15,7,4,6,13,American,83.0,65.0,18.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Tennessee,70.1,87.1,.313,.433,.396,37.2,35.0,21.4,9.1,.343,6.1,25.5,.224,70.1,108.5,.246,.279,.558,62.8,63.3,2.9,7.9,.549,21.8,45.7,.148,20,67,.299,6,29,.207,15,21,.714,13,32,7,15,4,5,20,1,1,0,1.000,0.00,-15.00,,,1,0,0,0,76,61,40,30,61,.492,7,17,.412,9,15,.600,16,54,19,2,3,19,18,SEC,76.0,61.0,15.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Tennessee State,87.6,57.1,.212,.439,.344,32.3,55.6,11.4,4.3,.318,23.2,13.7,.121,87.6,115.3,.263,.395,.591,67.7,56.4,16.0,10.8,.572,19.7,45.2,.184,18,66,.273,6,29,.207,8,14,.571,7,30,10,10,2,22,13,1,1,0,1.000,,,,,1,0,0,0,101,50,40,39,76,.513,9,30,.300,14,20,.700,19,63,22,14,4,21,15,OVC,101.0,50.0,51.00,,,,,,2025-11-08
Tennessee Tech,70.9,107.2,.505,.303,.562,53.7,42.9,14.1,12.3,.505,18.2,34.8,.385,70.9,95.2,.343,.398,.538,46.3,52.9,7.8,11.8,.542,22.3,28.6,.167,49,109,.450,12,33,.364,42,55,.764,23,73,21,20,8,30,34,2,0,2,.000,3.67,12.17,,,0,0,0,2,135,152,80,51,108,.472,15,43,.349,18,37,.486,20,63,27,11,9,36,44,OVC,67.5,76.0,-8.50,-3.67,7.33,97.42,88.55,8.87,2025-11-08
Tennessee-Martin,80.2,101.0,.740,.460,.599,54.2,69.6,10.0,16.0,.530,24.6,31.3,.560,80.2,107.2,.873,.545,.553,45.8,75.0,15.0,11.1,.536,15.3,27.5,.491,23,50,.460,7,23,.304,28,37,.757,10,39,16,8,4,22,31,1,1,0,1.000,0.00,-5.00,,,0,0,1,0,86,81,40,24,55,.436,11,30,.367,27,48,.563,11,33,18,12,3,14,27,OVC,86.0,81.0,5.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Texas,66.6,112.6,.577,.442,.566,47.4,68.2,12.0,4.8,.510,13.1,32.4,.423,66.6,90.1,.390,.288,.429,52.6,31.6,6.0,6.9,.364,18.6,40.9,.288,22,52,.423,9,23,.391,22,30,.733,11,37,15,8,2,10,21,1,0,1,.000,0.00,15.00,,,0,0,0,0,60,75,40,19,59,.322,5,17,.294,17,23,.739,18,41,6,4,2,16,25,SEC,60.0,75.0,-15.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Texas A&M,76.3,90.4,.430,.327,.536,47.4,62.5,7.9,8.7,.505,23.2,28.4,.280,76.3,132.3,.455,.477,.629,52.6,66.2,17.7,12.5,.602,11.1,34.3,.326,48,107,.449,12,35,.343,30,46,.652,19,65,30,12,6,39,41,2,2,0,1.000,-4.50,-36.50,,,2,0,0,0,202,138,80,68,132,.515,23,63,.365,43,60,.717,24,72,45,27,9,20,43,SEC,101.0,69.0,32.00,6.00,-10.50,107.43,106.75,0.68,2025-11-08
Texas A&M-Corpus Christi,70.0,89.3,.425,.389,.460,48.0,64.1,9.3,8.4,.389,17.1,30.8,.327,70.0,100.7,.230,.403,.457,52.0,61.5,9.3,14.5,.432,12.5,37.9,.151,39,113,.345,10,44,.227,37,48,.771,24,83,25,13,7,28,31,2,1,1,.500,6.00,17.00,,,1,0,0,1,141,125,80,52,139,.374,16,56,.286,21,32,.656,36,90,32,13,10,22,39,Southland,70.5,62.5,8.00,-12.00,18.00,85.53,76.30,9.24,2025-11-08
Texas Southern,74.9,134.9,.446,.415,.641,58.3,60.0,15.4,9.7,.612,11.8,40.0,.331,74.9,75.5,.389,.333,.442,41.7,60.0,6.0,2.6,.407,23.8,26.6,.231,70,130,.538,19,54,.352,43,58,.741,26,84,42,23,7,21,44,2,0,2,.000,-2.00,42.50,,,0,0,0,2,113,202,80,40,108,.370,8,36,.222,25,42,.595,21,60,24,9,2,40,45,SWAC,56.5,101.0,-44.50,1.00,-3.00,103.80,106.02,-2.22,2025-11-08
Texas State,75.2,91.7,.368,.412,.515,47.7,50.0,12.6,6.4,.487,18.8,22.2,.237,75.2,107.7,.368,.316,.605,52.3,47.5,10.6,13.4,.575,18.8,21.7,.272,48,114,.421,15,47,.319,27,42,.643,16,63,24,19,5,31,36,2,1,1,.500,0.00,35.00,,,1,0,0,1,162,138,80,59,114,.518,13,36,.361,31,42,.738,13,69,28,16,9,31,35,Sun Belt,81.0,69.0,12.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Texas Tech,73.6,93.1,.365,.325,.463,44.4,38.3,6.1,10.4,.421,15.9,33.3,.246,73.6,133.2,.471,.521,.572,55.6,58.1,14.3,4.7,.546,9.5,45.2,.307,47,126,.373,12,41,.293,31,46,.674,29,80,18,9,7,28,50,2,2,0,1.000,0.00,-29.50,,,2,0,0,0,196,137,80,62,140,.443,29,73,.397,43,66,.652,42,100,36,21,4,18,40,Big 12,98.0,68.5,29.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
